Name,Ingredients,Category
Product 207,"Isopropyl Alcohol, Disodium Laureth Sulfosuccinate, Polyethylene, Wheat Amino Acids, Propylene Glycol, Sodium Chloride, Polyglyceryl-2 Triisostearate, Octinoxate - a chemical UV filter, Polysorbate 60, Jojoba Esters, Sodium Lauryl Sulfate, Avobenzone - a chemical UV filter, Tosylamide/Formaldehyde Resin, Benzophenone-3, Lavandula Angustifolia (Lavender) Oil, Helianthus Annuus (Sunflower) Seed Oil, Benzyl Alcohol, Zinc Oxide",toxic
Product 208,"Red 7 Lake (CI 15850), Mica, Silk Amino Acids, Niacinamide (Vitamin B3), Trehalose, Squalane, Kaolin, Red 27 Lake (CI 45410), Isobutane, Zinc Oxide, Disteardimonium Hectorite, Triethoxycaprylylsilane, Creatine, Avocado Oil, Polyquaternium-55, Serine",clean
Product 209,"Ethylhexyl Methoxycinnamate, Silica Dimethyl Silylate, Linalool, Iron Oxides (CI 77499) - for black pigment, Sodium Benzoate, Trideceth-6, Avocado Oil (Persea Gratissima), Polyglyceryl-2 Triisostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Cocos Nucifera (Coconut) Oil, Zinc Oxide - a physical (mineral) UV filter, Ultramarines (CI 77007), PEG-12 Dimethicone, Phenoxyethanol, Sunflower Seed Oil (Helianthus Annuus), Panthenol (Provitamin B5), Zinc Oxide, Glycerin, Octyldodecanol",toxic
Product 210,"Hydrolyzed Corn Protein, Glyceryl Stearate, Isobutyl Acetate, Keratin Amino Acids, Theobroma Cacao (Cocoa) Seed Butter, Ceteareth-12, Ethylhexyl Palmitate, Mexoryl XL - a chemical UV filter, Isopropyl Myristate, Cocamidopropyl Betaine, Mexoryl SX - a chemical UV filter, Sorbitan Olivate, Ascorbic Acid (Vitamin C)",clean
Product 211,"Behentrimonium Chloride, Mexoryl XL - a chemical UV filter, Linalool, Propylene Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Nylon-12, Iron Oxides, Sorbitan Isostearate, Palmitic Acid, Ethylhexylglycerin, Ethylhexyl Salicylate, Citric Acid, Titanium Dioxide - a physical (mineral) UV filter, Dicaprylyl Ether",clean
Product 212,"Glycerin, Polyvinyl Butyral, Polymethyl Methacrylate, Polyglyceryl-2 Triisostearate, Acetone, Glyceryl Stearate, Styrene/Acrylates Copolymer, Disodium Laureth Sulfosuccinate, Octinoxate - a chemical UV filter, Diethylhexyl Carbonate, Boron Nitride",clean
Product 213,"Sodium Cocoyl Isethionate, Wheat Amino Acids, Squalane, Behentrimonium Chloride, Ethylhexyl Palmitate, Chamomilla Recutita (Matricaria) Flower Extract, Disteardimonium Hectorite, Uvinul A Plus - a chemical UV filter, Limonene, Polysorbate 20, Sodium Chloride, Camphor, Stearamidopropyl Dimethylamine, Benzyl Alcohol",clean
Product 214,"Polysorbate 20, Polyquaternium-55, Butylene Glycol, Hydroxycitronellal, Lanolin, Lavandula Angustifolia (Lavender) Oil, Sorbitan Oleate, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Retinyl Palmitate (Vitamin A), Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Lauryl PEG/PPG-18/18 Methicone, Cyclohexasiloxane, Iron Oxides (CI 77499) - for black pigment, Panthenol (Provitamin B5), Ceramide NP, Nitrocellulose",toxic
Product 215,"Stearyl Alcohol, Butylene Glycol, Benzyl Benzoate, Trimethylsiloxysilicate, Calcium Carbonate, Calcium Aluminum Borosilicate, Xanthan Gum, Bemotrizinol - a chemical UV filter, Hydroxycitronellal, Panthenol (Provitamin B5), Silk Amino Acids, Propylene Glycol Dicaprylate/Dicaprate, Polyethylene",clean
Product 216,"Polyquaternium-37, Ultramarines (CI 77007), Lanolin, Dimethyl Ether, Red 6 Lake (CI 15850), Chamomilla Recutita (Matricaria) Flower Extract, Xanthan Gum, Iron Oxides (CI 77491, CI 77492, CI 77499), Olea Europaea (Olive) Fruit Oil, Octyldodecyl Stearoyl Stearate, Boron Nitride, Uvinul T 150 - a chemical UV filter, Cyclomethicone, Polyquaternium-10, Homosalate - a chemical UV filter",toxic
Product 217,"Trideceth-6, Hydrogenated Polydecene, Argania Spinosa Kernel Oil, Mica, Polyvinyl Butyral, Epoxy Resin, Jojoba Esters, Cetrimonium Chloride, Titanium Dioxide, Isododecane, Lavandula Angustifolia (Lavender) Oil, Cetearyl Alcohol, Benzophenone-3, Ascorbic Acid (Vitamin C), Red 7 Lake (CI 15850), Polysorbate 60, Carnauba Wax (Copernicia Cerifera), Sorbitan Oleate, Palmitic Acid",toxic
Product 218,"Zinc Oxide, Aluminum Powder, Hydrolyzed Oat Protein, Jojoba Esters, Nitrocellulose, Beeswax (Cera Alba), Panthenol (Provitamin B5), Argania Spinosa Kernel Oil, Magnesium Stearate, Polyethylene Terephthalate, Isopropyl Alcohol, Octyldodecanol, Ceteareth-20, PEG-100 Stearate, Glycerin, Benzyl Alcohol, Glycerin",toxic
Product 219,"Cinnamyl Alcohol, PEG-12 Dimethicone, Lauryl PEG/PPG-18/18 Methicone, Hydrolyzed Corn Protein, Cetearyl Alcohol, Sorbitan Oleate, Xanthan Gum, Cyclopentasiloxane, Octyldodecyl Stearoyl Stearate, Propylene Glycol, Tocopheryl Acetate (Vitamin E), Sunflower Seed Oil (Helianthus Annuus)",toxic
Product 220,"Camphor, Shea Butter (Butyrospermum Parkii), Bismuth Oxychloride, Calcium Pantothenate, Flavor, Sodium Lauroyl Sarcosinate, Niacinamide (Vitamin B3), Wheat Amino Acids, Theobroma Cacao (Cocoa) Seed Butter, Mexoryl SX - a chemical UV filter, Acrylates Copolymer, Red 6 Lake (CI 15850), Octisalate - a chemical UV filter, Isobutane",clean
Product 221,"Cocoa Butter (Theobroma Cacao), Isostearyl Alcohol, Cetyl Alcohol, Apricot Seed Powder (Prunus Armeniaca), Candelilla Wax (Euphorbia Cerifera), Cocamidopropyl Betaine, Ceramide EOP, Octocrylene - a chemical UV filter, Silica Dimethyl Silylate, Retinyl Palmitate (Vitamin A), Red 40 Lake (CI 16035), Polyethylene",toxic
Product 222,"Red 7 Lake (CI 15850), Ceteareth-12, Xanthan Gum, Benzophenone-3, Palmitic Acid, Cetearyl Alcohol, Chromium Oxide Greens (CI 77288), Ethylhexyl Palmitate, Ceramide AP, Jojoba Seed Oil (Simmondsia Chinensis), Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Mexoryl XL - a chemical UV filter, Octinoxate - a chemical UV filter, Polybutene, Uvinul A Plus - a chemical UV filter, Sodium Chloride, Stearic Acid, Polyquaternium-11",toxic
Product 223,"Silica, Butyrospermum Parkii (Shea Butter), Keratin Amino Acids, Olive Fruit Oil (Olea Europaea), Polyglyceryl-2 Triisostearate, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-4, Stearamidopropyl Dimethylamine, Arginine, Butylene Glycol, Sodium Lauroyl Sarcosinate, Hydrolyzed Collagen, Hyaluronic Acid",clean
Product 224,"Propane, Wheat Amino Acids, Chamomilla Recutita (Matricaria) Flower Extract, Benzophenone-4, Guar Hydroxypropyltrimonium Chloride, Jojoba Seed Oil (Simmondsia Chinensis), Mexoryl SX - a chemical UV filter, Ultramarines (CI 77007), Isostearyl Alcohol, Hexyl Laurate, Uvinul A Plus - a chemical UV filter, Cocamide MEA, PVP/VA Copolymer, Tocopheryl Acetate (Vitamin E), Palmitic Acid, Decyl Glucoside, Lanolin, Acacia Senegal Gum, Sodium Laureth Sulfate, Xanthan Gum",toxic
Product 225,"Trimethylsiloxysilicate, Isobutane, Dicaprylyl Ether, Behentrimonium Chloride, Nitrocellulose, Calcium Aluminum Borosilicate, Avocado Oil, Microcrystalline Wax, Cyclopentasiloxane, Flavor, Polymethyl Methacrylate, Sodium Hydroxide, Ethylhexyl Palmitate",clean
Product 226,"Triphenyl Phosphate (TPP), Ceteareth-20, Propylene Glycol Dicaprylate/Dicaprate, Oxybenzone - a chemical UV filter, Tinosorb M - a chemical UV filter, Octocrylene - a chemical UV filter, Polyethylene (as a scrubbing agent), Polysorbate 20, Glycol Distearate, Citric Acid, Aluminum Powder, Iron Oxides (CI 77491, CI 77492, CI 77499), PEG-12 Dimethicone, Creatine, Jojoba Seed Oil (Simmondsia Chinensis), Cholesterol, Cyclopentasiloxane, PEG-10 Dimethicone, Sodium Lauryl Sulfate, Simmondsia Chinensis (Jojoba) Seed Oil",toxic
Product 227,"Hydrogenated Polydecene, Styrene/Acrylates Copolymer, Cocamidopropyl Betaine, Ultramarines (CI 77007), Ozokerite, Camphor, Sodium Benzoate, Palmitic Acid, Limonene, Citric Acid, Ammonium Laureth Sulfate, Cetyl Alcohol",clean
Product 228,"PVP (Polyvinylpyrrolidone), Xanthan Gum, Ceteareth-20, Propane, Stearic Acid, Isobutyl Acetate, Calcium Pantothenate, Serine, Zinc Oxide - a physical (mineral) UV filter, Bismuth Oxychloride, Sorbitan Olivate, Ozokerite, Benzophenone-3",toxic
Product 229,"Aluminum Powder, Ammonium Lauryl Sulfate, Xanthan Gum, Polybutene, Glycidyl Methacrylate, Kaolin, Propane, Apricot Seed Powder (Prunus Armeniaca), Polyquaternium-11, Yellow 5 Lake (CI 19140), Hydroxyethylcellulose, Mexoryl XL - a chemical UV filter, Ethylhexyl Methoxycinnamate, Camphor, Helianthus Annuus (Sunflower) Seed Oil, Stearic Acid, Cetearyl Alcohol, Ethylhexylglycerin, Disodium EDTA",clean
Product 230,"Lauryl Glucoside, Sodium Laureth Sulfate, Theobroma Cacao (Cocoa) Seed Butter, Polyquaternium-55, Guar Hydroxypropyltrimonium Chloride, Dimethicone, Phytosphingosine, Stearalkonium Bentonite, Zinc Oxide, Beeswax (Cera Alba)",toxic
Product 231,"Butyl Methoxydibenzoylmethane - a chemical UV filter, Cocamide MEA, Stearyl Alcohol, Ceramide EOP, Boron Nitride, Linalool, Disodium Laureth Sulfosuccinate, Glycidyl Methacrylate, Red 27 Lake (CI 45410), Sodium Chloride, Paraffin, Hydrogenated Polyisobutene, PEG-100 Stearate, Ceteareth-20, Octocrylene",toxic
Product 232,"Olea Europaea (Olive) Fruit Oil, Ferric Ammonium Ferrocyanide, Glycerin, Caprylic/Capric Triglyceride, Retinyl Palmitate (Vitamin A), Jojoba Esters, Ferric Ferrocyanide (CI 77510), Propylene Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Sodium Hyaluronate, Retinyl Palmitate (Vitamin A), Sodium Chloride, Fragrance (Parfum), Glycerin, VP/VA Copolymer, Hydroxycitronellal, Magnesium Myristate",clean
Product 233,"Uvinul A Plus - a chemical UV filter, Magnesium Sulfate, PEG-8 Dimethicone, Mica, Titanium Dioxide - a physical (mineral) UV filter, Sorbitan Sesquioleate, Candelilla Wax (Euphorbia Cerifera), Caprylyl Glycol, Chromium Oxide Greens (CI 77288), Polysorbate 20, Ceramide AP, Trimethylsiloxyamodimethicone, Polybutene, Caprylic/Capric Triglyceride, Sodium Cocoyl Isethionate, Stearalkonium Hectorite, Tinosorb S - a chemical UV filter",toxic
Product 234,"Mexoryl XL - a chemical UV filter, Caprylyl Glycol, Lauroyl Lysine, Magnesium Stearate, Camphor, Jojoba Esters (as a scrubbing agent), Lecithin, Ceramide EOP, Oxybenzone - a chemical UV filter, Aloe Barbadensis Leaf Juice, Disodium Laureth Sulfosuccinate, Lauryl Glucoside, Disteardimonium Hectorite, Nitrocellulose, Ferric Ammonium Ferrocyanide, Butyl Methoxydibenzoylmethane - a chemical UV filter",toxic
Product 235,"Palmitic Acid, Paraffin, Phenoxyethanol, Polysorbate 80, Sodium Laureth Sulfate, Lanolin Oil, Calcium Aluminum Borosilicate, Glycidyl Methacrylate, Silica, Candelilla Wax (Euphorbia Cerifera), Ethyl Acetate, Trehalose, Red 40 Lake (CI 16035), Cetearyl Alcohol, Triphenyl Phosphate (TPP), Ascorbic Acid (Vitamin C), Hydrogenated Polyisobutene, Helianthus Annuus (Sunflower) Seed Oil, Glycol Distearate, Benzyl Salicylate",toxic
Product 236,"PEG-10 Dimethicone, Xanthan Gum, Cetrimonium Chloride, Ferric Ferrocyanide (CI 77510), Coumarin, Dicaprylyl Ether, Carnauba Wax (Copernicia Cerifera), Aloe Barbadensis Leaf Juice, Hydrolyzed Wheat Protein, Chromium Oxide Greens (CI 77288), Sorbitan Isostearate, Lauroyl Lysine, Stearyl Alcohol, Trehalose",toxic
Product 237,"Boron Nitride, Tocopheryl Acetate (Vitamin E), Octocrylene, Stearic Acid, Hydrolyzed Keratin, Octyldodecyl Stearoyl Stearate, Avocado Oil, Tin Oxide, PEG-40 Hydrogenated Castor Oil, Benzyl Alcohol, Phytosphingosine, Helianthus Annuus (Sunflower) Seed Oil, Beeswax (Cera Alba), Ceteareth-20, Chromium Oxide Greens (CI 77288), Cetearyl Alcohol",toxic
Product 238,"Propylene Glycol, Magnesium Sulfate, Manganese Violet (CI 77742), PEG-40 Hydrogenated Castor Oil, Walnut Shell Powder (Juglans Regia), Yellow 5 Lake (CI 19140), Octocrylene, Sunflower Seed Oil (Helianthus Annuus), Methicone, Ethylhexyl Methoxycinnamate, Tocopheryl Acetate (Vitamin E), Hydrolyzed Rice Protein, Nylon-12, Polyethylene Terephthalate, Panthenol (Provitamin B5), Ceteareth-12, BHT (Butylated Hydroxytoluene)",toxic
Product 239,"Stearamidopropyl Dimethylamine, Mexoryl SX - a chemical UV filter, Isobutane, Hydrolyzed Rice Protein, Propylene Glycol Dicaprylate/Dicaprate, Palmitic Acid, Xanthan Gum, Calcium Pantothenate, Hydrolyzed Oat Protein, Jojoba Oil, Glycerin, Isobutyl Acetate, Ethylhexyl Methoxycinnamate - a chemical UV filter",clean
Product 240,"Hexyl Cinnamal, Polyquaternium-37, Isopropyl Palmitate, Polyquaternium-7, Tocopheryl Acetate (Vitamin E), Lauroyl Lysine, Sunflower Seed Oil (Helianthus Annuus), Cetearyl Alcohol, Sorbitan Sesquioleate, Beeswax (Cera Alba), Iron Oxides, Aloe Barbadensis Leaf Juice, Red 40 Lake (CI 16035), Caprylic/Capric Triglyceride, Calcium Sodium Borosilicate, Ultramarines (CI 77007), Panthenyl Ethyl Ether, Ceteareth-12",clean
Product 241,"Quaternium-18, Keratin Amino Acids, Tin Oxide, Ascorbic Acid (Vitamin C), Hydrolyzed Soy Protein, Mexoryl XL - a chemical UV filter, Methacrylate Copolymer, Silk Amino Acids, Butane, Diethylhexyl Carbonate, Acacia Senegal Gum, Titanium Dioxide - a physical (mineral) UV filter, Polysorbate 80",clean
Product 242,"Butylphenyl Methylpropional, Ferric Ferrocyanide (CI 77510), Calcium Aluminum Borosilicate, Jojoba Seed Oil (Simmondsia Chinensis), Silica, PEG-12 Dimethicone, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Polyquaternium-37, Sodium Lauroyl Sarcosinate, Olive Fruit Oil (Olea Europaea), Caprylyl Glycol, Manganese Violet (CI 77742), Calcium Pantothenate, Stearalkonium Hectorite, Avocado Oil (Persea Gratissima), Ethyl Acetate, Urea",toxic
Product 243,"Silk Amino Acids, Lecithin, Cetyl Alcohol, Polyquaternium-10, C12-15 Alkyl Benzoate, Panthenol (Provitamin B5), PEG-12 Dimethicone, Zinc Oxide, Carbomer, Camphor, Xanthan Gum, Ceramide EOP, Titanium Dioxide - a physical (mineral) UV filter, Allantoin, Titanium Dioxide",toxic
Product 244,"Walnut Shell Powder (Juglans Regia), Dimethicone/Vinyl Dimethicone Crosspolymer, Lavandula Angustifolia (Lavender) Oil, Sorbitan Stearate, Styrene/Acrylates Copolymer, Carnauba Wax (Copernicia Cerifera), Panthenol (Provitamin B5), Tocopherol, Trimethylsiloxysilicate, Benzyl Benzoate",clean
Product 245,"Potassium Sorbate, Argania Spinosa Kernel Oil, Avocado Oil, Jojoba Esters, Sodium Lauryl Sulfate, Xanthan Gum, Acetone, Lecithin, Xanthan Gum, Styrene/Acrylates Copolymer, Sodium Cocoyl Isethionate",clean
Product 246,"Potassium Sorbate, Blue 1 Lake (CI 42090), Lanolin Oil, Candelilla Wax (Euphorbia Cerifera), Sodium Hyaluronate, Titanium Dioxide, Yellow 5 Lake (CI 19140), Stearalkonium Hectorite, Guar Hydroxypropyltrimonium Chloride, Glycidyl Methacrylate, Coumarin, Sodium Lauryl Sulfate, Polyquaternium-4, Hydrolyzed Silk, Phytosphingosine, Talc, Wheat Amino Acids, Chamomilla Recutita (Matricaria) Flower Extract, Olea Europaea (Olive) Fruit Oil",clean
Product 247,"Sorbitan Stearate, Hydrogenated Polydecene, Bismuth Oxychloride, Beeswax (Cera Alba), Fragrance (Parfum), Sodium Chloride, Cetearyl Alcohol, Red 27 Lake (CI 45410), PVP/VA Copolymer, Aloe Barbadensis Leaf Juice, Propylene Glycol, Sweet Almond Oil, Isopropyl Myristate, Silica, Butyl Acetate, Polyquaternium-7, Stearyl Alcohol, Retinyl Palmitate (Vitamin A)",clean
Product 248,"Cetearyl Alcohol, Lauryl PEG/PPG-18/18 Methicone, Hyaluronic Acid, Isopropyl Myristate, Xanthan Gum, Octyldodecanol, Tocopheryl Acetate (Vitamin E), Isostearyl Alcohol, Hydrolyzed Silk, Propane, Polyquaternium-69, Walnut Shell Powder (Juglans Regia)",toxic
Product 249,"Bemotrizinol - a chemical UV filter, Shea Butter (Butyrospermum Parkii), Panthenol (Provitamin B5), Alumina, Manganese Violet (CI 77742), Polyquaternium-11, Bisabolol, Cetearyl Alcohol, Retinyl Palmitate (Vitamin A), Butylene Glycol",clean
Product 250,"Tocopheryl Acetate (Vitamin E), Alcohol Denat. (SD Alcohol 40), Glycol Distearate, Candelilla Wax (Euphorbia Cerifera), Limonene, Benzyl Alcohol, Ammonium Laureth Sulfate, Titanium Dioxide, Trimethylsiloxyamodimethicone, Ferric Ferrocyanide (CI 77510), PEG-40 Hydrogenated Castor Oil, Ascorbyl Palmitate (Vitamin C), Ceramide NP, Wheat Amino Acids, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Butyrospermum Parkii (Shea Butter), Triethoxycaprylylsilane, Hydrogenated Polyisobutene, Theobroma Cacao (Cocoa) Seed Butter",toxic
Product 251,"Octinoxate - a chemical UV filter, Magnesium Myristate, Polymethyl Methacrylate, Acetone, Red 27 Lake (CI 45410), Titanium Dioxide, Acrylates Copolymer, Silk Amino Acids, Potassium Sorbate, VP/VA Copolymer, Cetyl Alcohol, Sunflower Seed Oil (Helianthus Annuus), PEG-100 Stearate, Benzyl Alcohol, Cocoa Butter (Theobroma Cacao), Polysorbate 20, Propylene Glycol Dicaprylate/Dicaprate",toxic
Product 252,"Isopropyl Alcohol, Cetrimonium Chloride, Titanium Dioxide - a physical (mineral) UV filter, Epoxy Resin, Sorbitan Olivate, Cocamidopropyl Betaine, Stearalkonium Bentonite, Carnauba Wax (Copernicia Cerifera), Polyvinyl Butyral, Alumina, PEG-12 Dimethicone",toxic
Product 253,"Glycol Distearate, Cetearyl Alcohol, Retinyl Palmitate (Vitamin A), Butyrospermum Parkii (Shea Butter), Jojoba Esters, Alcohol Denat. (SD Alcohol 40), Carmine (CI 75470), Isopropyl Myristate, Sodium Chloride, Butylene Glycol, Polyquaternium-37, Petrolatum, Aluminum Powder, Isododecane, Tocopheryl Acetate (Vitamin E), Benzyl Salicylate",clean
Product 254,"PVP/VA Copolymer, Octocrylene - a chemical UV filter, Kaolin, Mexoryl XL - a chemical UV filter, Hydrolyzed Oat Protein, Avocado Oil (Persea Gratissima), Decyl Glucoside, Manganese Violet (CI 77742), PEG-100 Stearate, Tin Oxide, Trimethylsiloxyamodimethicone, Benzophenone-1, PVP (Polyvinylpyrrolidone), Nylon-12, Iron Oxides, Ethylhexylglycerin, Triphenyl Phosphate (TPP), Urea",toxic
Product 255,"Benzophenone-1, Shea Butter (Butyrospermum Parkii), Octocrylene, Tin Oxide, Benzyl Alcohol, Dicaprylyl Ether, Argania Spinosa Kernel Oil, Jojoba Seed Oil (Simmondsia Chinensis), Propane, Cyclomethicone, Cetrimonium Chloride, Ethyl Acetate, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Polyquaternium-11, Jojoba Esters (as a scrubbing agent), Glycerin, Squalane, Tinosorb S - a chemical UV filter, Octocrylene - a chemical UV filter, Butane",toxic
Product 256,"Helianthus Annuus (Sunflower) Seed Oil, Yellow 5 Lake (CI 19140), Decyl Glucoside, Polymethyl Methacrylate, Lecithin, Castor Seed Oil (Ricinus Communis), Phytosphingosine, Argania Spinosa Kernel Oil, Carbomer, Amodimethicone, Squalane, Simmondsia Chinensis (Jojoba) Seed Oil, Bismuth Oxychloride, Homosalate - a chemical UV filter, Urea, Magnesium Stearate",toxic
Product 257,"Cocoa Butter (Theobroma Cacao), Xanthan Gum, Ferric Ammonium Ferrocyanide, Ceteareth-20, Paraffin, Urea, Ozokerite, Ascorbic Acid (Vitamin C), Glycerin, Camphor, Cetyl Alcohol, Argania Spinosa Kernel Oil, Stearamidopropyl Dimethylamine, Propylene Glycol, Fragrance (Parfum), Serine, Polyquaternium-4, Octocrylene, Glycidyl Methacrylate, Ethylhexyl Salicylate",toxic
Product 258,"Ethylhexylglycerin, Magnesium Sulfate, Iron Oxides (CI 77499) - for black pigment, PVP/VA Copolymer, Lanolin Oil, Silica Dimethyl Silylate, Benzophenone-4, Iron Oxides (CI 77491, CI 77492, CI 77499), Nitrocellulose, Carmine (CI 75470)",toxic
Product 259,"Argania Spinosa Kernel Oil, Nitrocellulose, Sodium Lauryl Sulfate, Jojoba Seed Oil (Simmondsia Chinensis), Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, C12-15 Alkyl Benzoate, Alpha-Isomethyl Ionone, Polyvinyl Butyral, Red 40 Lake (CI 16035), Decyl Glucoside, Bisabolol, Glycerin, Shea Butter (Butyrospermum Parkii), Silk Amino Acids, PVP (Polyvinylpyrrolidone), Titanium Dioxide",clean
Product 260,"Bismuth Oxychloride, Panthenol (Provitamin B5), Isopropyl Palmitate, Avobenzone - a chemical UV filter, Sunflower Seed Oil (Helianthus Annuus), Jojoba Oil, Propylene Glycol, Ascorbic Acid (Vitamin C), Cocamidopropyl Betaine, PEG-8 Dimethicone, Butyl Methoxydibenzoylmethane - a chemical UV filter, PEG-10 Dimethicone, Glyceryl Stearate, Polysorbate 60, PEG-12 Dimethicone, Glycerin, Decyl Glucoside, Ethyl Acetate, Stearalkonium Hectorite, Hydrolyzed Silk",toxic
Product 261,"Iron Oxides (CI 77491, CI 77492, CI 77499), Trimethyl Pentanyl Diisobutyrate, Cetrimonium Chloride, Stearic Acid, Aloe Barbadensis Leaf Extract, Ethylhexyl Salicylate, Propylene Carbonate, Xanthan Gum, Olea Europaea (Olive) Fruit Oil, Hydroxycitronellal, Acrylates Copolymer, Nylon-12, Uvinul A Plus - a chemical UV filter, PEG-12 Dimethicone",toxic
Product 262,"Jojoba Seed Oil (Simmondsia Chinensis), Polymethyl Methacrylate, Styrene/Acrylates Copolymer, Arginine, Benzophenone-4, PVP/VA Copolymer, Propane, Uvinul T 150 - a chemical UV filter, Butane, Flavor, Panthenyl Ethyl Ether, Glycerin, Sodium Hydroxide",toxic
Product 263,"Butylene Glycol, Phenoxyethanol, Ceteareth-12, Stearalkonium Bentonite, Polyvinylpyrrolidone (PVP), Hydrolyzed Elastin, Acacia Senegal Gum, C12-15 Alkyl Benzoate, Creatine, Sorbitan Olivate, Octinoxate - a chemical UV filter, Disodium Laureth Sulfosuccinate, Cyclomethicone",clean
Product 264,"Tin Oxide, Tocopheryl Acetate (Vitamin E), Lanolin, PEG-12 Dimethicone, Polyquaternium-37, Aloe Barbadensis Leaf Juice, Mexoryl XL - a chemical UV filter, Amodimethicone, Hydrolyzed Elastin, Iron Oxides (CI 77491, CI 77492, CI 77499), Aloe Barbadensis Leaf Juice, Ascorbyl Palmitate (Vitamin C), Sunflower Seed Oil (Helianthus Annuus), Lauroyl Lysine",toxic
Product 265,"Glycerin, Calcium Carbonate, Calcium Aluminum Borosilicate, Ferric Ammonium Ferrocyanide, Ethylhexyl Palmitate, Red 27 Lake (CI 45410), Isopropyl Palmitate, Iron Oxides (CI 77491, CI 77492, CI 77499), Butyl Acetate, Stearalkonium Bentonite, Panthenol (Provitamin B5), Silk Amino Acids, PEG-8 Dimethicone, Trimethyl Pentanyl Diisobutyrate",toxic
Product 266,"Cocamide MEA, PEG-12 Dimethicone, Polyquaternium-7, Jojoba Seed Oil (Simmondsia Chinensis), Sodium Lauryl Sulfate, Castor Seed Oil (Ricinus Communis), Butane, Acacia Senegal Gum, Calcium Aluminum Borosilicate, Lauryl PEG/PPG-18/18 Methicone, Yellow 5 Lake (CI 19140), Glycidyl Methacrylate, Dimethiconol, Acetone, Red 6 Lake (CI 15850), Oxybenzone - a chemical UV filter, Hydrolyzed Rice Protein, Chamomilla Recutita (Matricaria) Flower Extract, Propylene Glycol, Red 27 Lake (CI 45410)",toxic
Product 267,"Isododecane, VP/VA Copolymer, Sodium Lauroyl Sarcosinate, BHT (Butylated Hydroxytoluene), Cholesterol, Silk Amino Acids, Hydrogenated Polydecene, Iron Oxides (CI 77491, CI 77492, CI 77499), Tocopheryl Acetate (Vitamin E), Trideceth-6, Polyvinyl Butyral, Methacrylate Copolymer, Stearyl Alcohol, Isopropyl Myristate, Calcium Sodium Borosilicate, Disodium Laureth Sulfosuccinate, Cyclopentasiloxane, Lecithin, Ascorbyl Palmitate (Vitamin C)",toxic
Product 268,"Candelilla Wax (Euphorbia Cerifera), Trimethylsiloxyamodimethicone, Silk Amino Acids, Polyquaternium-10, Urea, Xanthan Gum, VP/VA Copolymer, C12-15 Alkyl Benzoate, Trehalose, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone",toxic
Product 269,"Disteardimonium Hectorite, Synthetic Fluorphlogopite, Sodium Hydroxide, Acacia Senegal Gum, PEG-8 Dimethicone, Retinyl Palmitate (Vitamin A), Cinnamyl Alcohol, Ascorbyl Palmitate (Vitamin C), Cocoa Butter (Theobroma Cacao), Benzyl Alcohol",toxic
Product 270,"Hydrolyzed Keratin, Guar Hydroxypropyltrimonium Chloride, Stearyl Alcohol, Zinc Stearate, Cyclopentasiloxane, Apricot Seed Powder (Prunus Armeniaca), Cetearyl Alcohol, Cholesterol, Alpha-Isomethyl Ionone, Polybutene, Acrylates Copolymer, Octocrylene, Homosalate - a chemical UV filter, Chromium Oxide Greens (CI 77288), PEG-12 Dimethicone",toxic
Product 271,"Benzyl Benzoate, Limonene, Camphor, Stearic Acid, Paraffin, Sodium Lauroyl Sarcosinate, Propane, Retinyl Palmitate (Vitamin A), PEG-10 Dimethicone, Polyethylene Terephthalate, Petrolatum, Disodium Laureth Sulfosuccinate, Lauroyl Lysine",toxic
Product 272,"Arginine, Keratin Amino Acids, Hydrolyzed Soy Protein, Talc, PEG-12 Dimethicone, Uvinul T 150 - a chemical UV filter, Niacinamide (Vitamin B3), Sodium Hyaluronate, Iron Oxides (CI 77499) - for black pigment, Lecithin, Caprylic/Capric Triglyceride, Ozokerite, Tocopheryl Acetate (Vitamin E), Lauroyl Lysine, Walnut Shell Powder (Juglans Regia), Propylene Glycol, Bemotrizinol - a chemical UV filter, Sodium Laureth Sulfate, Acetone",toxic
Product 273,"Phytosphingosine, Mexoryl XL - a chemical UV filter, Isopropyl Myristate, Epoxy Resin, Octyldodecanol, Talc, Phenoxyethanol, Tocopheryl Acetate (Vitamin E), Benzophenone-4, Kaolin, Benzyl Salicylate, Lecithin, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Butyrospermum Parkii (Shea Butter), Polyvinylpyrrolidone (PVP)",toxic
